basicData/language,basicData/name,basicData/email,basicData/phone,basicData/fax,basicData/title,basicData/body,basicData/web,geoData/address,geoData/zipcode,geoData/locality,geoData/country,geoData/latitude,geoData/longitude,geoData/subAdministrativeArea,multimedia/media/0/description,multimedia/media/0/url,multimedia/media/0/_type,multimedia/media/1/description,multimedia/media/1/url,multimedia/media/1/_type,multimedia/media/2/description,multimedia/media/2/url,multimedia/media/2/_type,extradata/item/0/_name,extradata/item/0/__text,extradata/item/1/_name,extradata/item/1/__text,extradata/item/2/_name,extradata/item/2/__cdata,extradata/item/3/_name,extradata/item/3/__cdata,extradata/categorias/categoria/item/0/_name,extradata/categorias/categoria/item/0/__text,extradata/categorias/categoria/item/1/_name,extradata/categorias/categoria/item/1/__text,extradata/fechas,_fechaActualizacion,_id,multimedia/media/3/description,multimedia/media/3/url,multimedia/media/3/_type,multimedia/media/4/description,multimedia/media/4/url,multimedia/media/4/_type
es,Cronopios Idiomas,hola@cronopiosidiomas.com,(+34) 91 522 20 14,,Cronopios Idiomas,"<p><strong>Esta escuela, situada junto al <a href=""https://www.esmadrid.com/informacion-turistica/real-jardin-botanico"">Real Jardín Botánico</a> y el <a href=""https://www.esmadrid.com/informacion-turistica/museo-del-prado"">Museo del Prado</a>, es una cooperativa gestionada por los propios profesores del centro, que&nbsp;ofrecen&nbsp;una atención personalizada y&nbsp;alta calidad didáctica. Los cursos de español como lengua extranjera están basados en el enfoque comunicativo para que aprender una lengua sea relajado, divertido y eficaz. También disponen de cursos online. </strong></p><p>Por las tardes, la academia organiza diferentes actividades culturales y de ocio para practicar el español en otros ámbitos diferentes al académico y continuar con el aprendizaje. Otro servicio que ofrece Cronopios es la búsqueda de alojamiento a los estudiantes.&nbsp;</p>",https://www.esmadrid.com/escuelas-de-español/cronopios-idiomas,"de Espalter, 12",28014,,Spain,40.412625200000,-3.689110500000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/GSuhWsCyL1k_VoUV7WJUtYYXhcy4BOltu7BNEwm0QfQ/mtime:1618994203/sites/default/files/recursosturisticos/cursos/cronopios_2.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/lsmMs50hWLkcavMku91SHn4Q40QxnDAf-IaPymRAAsI/mtime:1618993458/sites/default/files/recursosturisticos/cursos/cronopios_0.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/eWcMO1Emx0PU__4T8RP0XoGLDmt0D9AmvMdf3ArotqU/mtime:1528281692/sites/default/files/recursosturisticos/cursos/cronopios.jpg,image,idTipo,8,Tipo,Courses,Servicios de pago,,Horario,<p>Lun - Vie: 9:00 - 17:30 h.</p>,idCategoria,4669,Categoria,Academia,,2022-09-21,67985,,,,,,
es,Luis Vives. Escuela de Espa&ntilde;ol,spanish@luis-vives.es,(+34) 91 547 67 30,,Luis Vives. Escuela de Espa&ntilde;ol,"<p><strong>Este centro, inaugurado en 1999 y acreditado por el Instituto Cervantes para la enseñanza del español como lengua extranjera,&nbsp;está formado por un grupo de profesores altamente cualificados, dedicados en exclusiva&nbsp;a la enseñanza del español. Además de clases, también se organizan actividades extraescolares, como&nbsp;excursiones o talleres.</strong></p><p>La oferta de la Luis Vives Escuela de Español se ajusta a&nbsp;las necesidades de cada estudiante y cuenta con cursos como&nbsp;<em>Español + Selectividad</em>, además de otros&nbsp;de carácter intensivo, semi-intensivo, extensivo o<em> </em>individuales, para quienes quieran aprender rápidamente y necesiten horarios personalizados.</p><p>&nbsp;</p>",https://www.esmadrid.com/escuelas-de-español/luis-vives-escuela-espanol,"del Arenal, 18, 1º izqda",28013,,Spain,40.417397200000,-3.706886400000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/9PBoTaxqyf2dn71CJKs9DyhWnDLeWqABI1748_0Pr-U/mtime:1590492559/sites/default/files/recursosturisticos/cursos/luis_vives_0.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/Qd95IbuzpT9Uc3n8bJFIkYe0i1MPzAdaL0tbl1-YYT4/mtime:1524832485/sites/default/files/recursosturisticos/cursos/luis_1422949153.592.jpg,image,,,,idTipo,8,Tipo,Courses,Servicios de pago,,Horario,<p>Horario de atención al público:</p><p>Lun - jue: 10:00&nbsp;- 14:30 h/ 17:00 - 20:00 h</p><p>Viernes: 10:00 - 14:30 h&nbsp;</p>,idCategoria,4669,Categoria,Academia,,2022-09-21,67984,,,,,,
es,Enforex,info@enforex.es,(+34) 91 594 37 76,,Enforex,"<p><strong>Fundada en 1989, Enforex cuenta con&nbsp;más de 20 programas diferentes de español con cursos para todas las edades e intereses. En&nbsp;Madrid&nbsp;se encuentra su&nbsp;segunda escuela más grande de&nbsp;España. El alumnado&nbsp;lo componen&nbsp;estudiantes de todas las edades (la edad mínima es de 14 años) procedentes de todo el mundo y españoles que&nbsp;estudian&nbsp;otros idiomas como el inglés, francés, chino, japonés&nbsp;o&nbsp;alemán.</strong></p><p>Ubicada&nbsp;en Argüelles, la escuela está a 5 minutos de <a href=""https://www.esmadrid.com/informacion-turistica/plaza-de-espana"">Plaza España</a> y otros barrios interesantes para los estudiantes. Sus instalaciones cuentan con un edificio de dos plantas con abundante luz natural, dividido en&nbsp;32 aulas equipadas con material audiovisual para que sirva de complemento al&nbsp;aprendizaje. La escuela dispone de una gran&nbsp;sala común en la que relajarse o charlar con otros alumnos, una sala de estudio con ordenadores y acceso gratuito a internet, así como una biblioteca y una videoteca, y una sala de profesores.</p><p>Además, desde cualquier lugar de la escuela se podrá&nbsp;conectarse a internet gratuitamente a través de su red inalámbrica (Wi-Fi).</p>",https://www.esmadrid.com/escuelas-de-español/enforex,"de Baltasar Gracián, 4",28015,Madrid,Spain,40.429578400000,-3.710345200000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/waWQf-Y9DgIWV7JC_rTlpj-wappZt6R47n89-51tkGM/mtime:1590505495/sites/default/files/recursosturisticos/cursos/enforex.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/cO3-5gOcbKF4N8acRasEjBMWaq2vVCyM9JclxbxnfQ0/mtime:1590505403/sites/default/files/recursosturisticos/cursos/enforex_2_0.jpg,image,,,,idTipo,8,Tipo,Courses,Servicios de pago,<p>&nbsp;Según el curso</p>,Horario,<p>Lunes: 8:00 - 17:00 h</p><p>Martes - jueves: 9:00 - 17:00 h</p><p>Viernes: 9:00 - 16:00 h</p><p>&nbsp;</p>,idCategoria,4669,Categoria,Academia,,2022-09-22,67983,,,,,,
es,Paraninfo,info@paraninfo.com,(+34) 91 543 31 39,,Paraninfo,"<p><strong>En 1973, Paraninfo inició su proyecto formativo en el distrito universitario de Argüelles. En la actualidad, goza de prestigio nacional e internacional por su calidad docente, espíritu emprendedor y renombre. Paraninfo es el primer centro acreditado por el Instituto Cervantes, que es garante de calidad para la enseñanza del español para extranjeros.</strong></p><p>También es posible aprender otros idiomas, como inglés, francés, alemán, chino, italiano, portugués y ruso. La academia cuenta también con la distinción Premium del British Council y fue la primera en ser centro examinador de la Universidad de Oxford en Madrid.</p><p>Con 21 aulas con luz natural y equipadas con la última tecnología audiovisual, biblioteca, climatización en las aulas y conexión WIFI a internet en toda la academia, es una escuela moderna y adaptada a las necesidades de sus alumnos, que permanece abierta&nbsp;todo el año&nbsp;con amplios horarios.&nbsp;</p><p>Entre los servicios que ofrece se incluyen la búsqueda de alojamiento y diversas actividades extra-escolares.</p><p>&nbsp;</p><p>&nbsp;</p>",https://www.esmadrid.com/escuelas-de-español/paraninfo,"de la Princesa, 70",28008,,Spain,40.431718133243,-3.716635107994,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/88OHFpYM8lgCVEYcz9VP7UnY9CQZEfCJjrQhF8OY9p0/mtime:1493206544/sites/default/files/editorial/planificatuviaje/aprendeespanol/paraninfo.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/ChHfwlyuv6z7ZbmnboQ_uOzSIK9UEiPL8Z1H0hSlWWM/mtime:1619017473/sites/default/files/recursosturisticos/cursos/paraninfo.jpg,image,,,,idTipo,8,Tipo,Courses,Servicios de pago,<p>Consultar con la academia.</p>,Horario,<p>Lun - vier: 9:00 - 21:00 h</p><p>Sábados: 9:00 - 14:00 h</p><p>En julio y agosto se cierra los sábados.</p>,idCategoria,4669,Categoria,Academia,,2022-09-27,67980,,,,,,
es,Madrid Plus,info@madridplus.es,(+34) 91 548 11 16,,Madrid Plus,"<p><strong>Desde 1990, y con más de 500 alumnos matriculados cada año, la academia continúa su labor de enseñanza del español para extranjeros en una ubicación céntrica. Cuenta&nbsp;con una gran variedad de cursos para todos los niveles, en los que destaca el ambiente multicultural&nbsp;y en los que se utiliza una metodología amena para motivar a los estudiantes.&nbsp;</strong></p><p>La escuela forma parte del grupo de escuelas internacionales Sprachcaffe, cuenta con certificación del Instituto Cervantes y dispone de una pequeña cafetería con máquina de refrescos y dos amplias terrazas para practicar lo aprendido en sus más de 300 metros cuadrados. Tiene sala de video, una biblioteca, ordenadores y conexión a internet. Además de enseñar español&nbsp;a estudiantes extranjeros, en Madrid Plus organizan viajes y les facilitan el alojamiento.&nbsp;</p>",https://www.esmadrid.com/escuelas-de-español/madrid-plus,"del Arenal, 21",28013,,Spain,40.417723700000,-3.708711700000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/0U_gGbupQUV24Kab-z2e1fQuG9API_TVdHGZVnK5cUE/mtime:1538053857/sites/default/files/recursosturisticos/cursos/madrid_plus.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/9-poAdYxt7PMdC-y-NbfVU41rl0WVYIJIHN8yFPEkSY/mtime:1524832485/sites/default/files/recursosturisticos/cursos/madridplus_1415654354.558.png,image,,,,idTipo,8,Tipo,Courses,Servicios de pago,,Horario,<p>Horario de oficina:</p><p>Lun-Jue: 9:00 - 15:00 / 16:00 - 18:30 h</p><p>Viernes: 9:00 - 15:00 h&nbsp;</p>,idCategoria,4669,Categoria,Academia,,2022-09-23,67979,,,,,,
es,Don Quijote Madrid,infocentral@donquijote.org,(+34) 91 594 37 76,,Don Quijote Madrid,"<p><strong>Situada en un inmueble histórico de la zona de Conde Duque, muy cerca de <a href=""https://www.esmadrid.com/informacion-turistica/plaza-de-espana"">Plaza de España</a> y la <a href=""https://www.esmadrid.com/informacion-turistica/la-gran-via"">Gran Vía</a>, se encuentra esta escuela de español cuyas instalaciones están compuestas por 38 aulas que se extienden en 1800 metros cuadrados que ocupan las tres plantas bajas del edificio. </strong></p><p>Desde 2000, la escuela de español don Quijote de Madrid ayuda a sus estudiantes a ganar confianza y a tener la capacidad de aplicar sus nuevos conocimientos lingüísticos a situaciones prácticas. Con su método se aprende español de la misma forma que se aprende la lengua materna, a través de la práctica y la comunicación continua.</p><p>La escuela cuenta con biblioteca, centro multimedia, wifi gratuito, organización de excursiones, ordenadores, mesas de estudio para portátiles, máquinas expendedoras y acceso para sillas de ruedas, entre otros servicios.</p><p>Las escuelas de Don Quijote están presentes en otras ciudades españolas y en Latinoamérica.</p>",https://www.esmadrid.com/escuelas-de-español/don-quijote-madrid,"del Duque de Liria, 6",28015,,Spain,40.426217724088,-3.712354302406,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/hwtDlLdOfHBgyq0qJ3qaD5asixdZy-tczllUs6nuj7k/mtime:1524832485/sites/default/files/recursosturisticos/cursos/don_quijote_1399988651.5.png,image,,https://estaticos.esmadrid.com/cdn/farfuture/DMS8JuKyCPKfG1NWfcowMa9GzcGv-eLwPuVSNkOucck/mtime:1590589320/sites/default/files/recursosturisticos/cursos/escuela_don_quijote_2_0.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/o7qHPKAMWIDRrtMbIbrPisHracto_zeOjrZZFR5e6G8/mtime:1590589411/sites/default/files/recursosturisticos/cursos/escuela_don_quijote_0.jpg,image,idTipo,8,Tipo,Courses,Servicios de pago,<p>Consultar página web</p>,Horario,<p>Consultar con la escuela</p>,idCategoria,4669,Categoria,Academia,,2022-09-21,67978,,,,,,
es,AIL Madrid,info@ailmadrid.com,(+34) 91 435 48 01,,AIL Madrid,"<p><strong>AIL Madrid es una escuela de español acreditada por el Instituto Cervantes que ofrece una gran variedad de cursos de español para estudiantes de todos los niveles.</strong></p><p>AIL Madrid limita&nbsp;los cursos de español a un máximo de 8 estudiantes con una media de 6 alumnos por grupo. La experiencia demuestra que este sistema permite aprender rápidamente y maximiza el contacto personal con los profesores de la escuela.</p><p>Su programa innovador&nbsp;utiliza técnicas modernas de enseñanza comunicativa&nbsp;para asegurar un progreso rápido. Los cursos están bien estructurados, son intensivos y responden rápidamente a las demandas de los estudiantes.&nbsp;El material de estudio y aprendizaje es constantemente actualizado por el coordinador de enseñanza de AIL Madrid.</p><p>Ail Madrid dispone de tres centros en Madrid para aprender español: en la calle O&#39;Donnell 27 (centrado en la enseñanza de español para empresas); en la calle Bárbara de Braganza, 11 y en la calle Nuñez de Balboa, 17.</p>",https://www.esmadrid.com/escuelas-de-español/ail-madrid,"de Nuñez de Balboa, 17, 2º D",28001,,Spain,40.423268600000,-3.683134000000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/Al5IlTg9aW5eBBLPBHV3p5DDGr8Xszm--nhUecM4FWU/mtime:1524832485/sites/default/files/recursosturisticos/cursos/ail_madrid_1399986036.988.png,image,,https://estaticos.esmadrid.com/cdn/farfuture/S_aOAWGp48V-FrrPlaWSP-i06XZsGKWFJk1ged6qTiU/mtime:1590593920/sites/default/files/recursosturisticos/cursos/ail_madrid_0.jpg,image,,,,idTipo,8,Tipo,Courses,Servicios de pago,<p>Según el curso</p>,Horario,<p>Lun - Jue: 8:30 h. - 22:00 h.&nbsp;</p><p>Viernes: 8:30 h. - 21:00 h.</p><p>Sábados: 9:00 h. - 18:00 h.</p>,idCategoria,4669,Categoria,Academia,,2022-10-03,67975,,,,,,
es,Tandem - Escuela de idiomas,spanishcourses@tandem-madrid.com,(+34) 915 322 715,,Tandem - Escuela de idiomas,"<p><strong>TANDEM Madrid es una escuela independiente y única, experta e innovadora en la enseñanza del español, dirigida por especialistas del campo de la educación y acreditada por el Instituto Cervantes . </strong></p><p>Además de ofrecer una buena formación a través de clases interesantes impartidas por profesores expertos, la escuela cuenta también con programas de intercambios lingüisticos, creados y registrados por Tandem Internacional (también llamado Tandem Partner), que consisten en la práctica de la conversación en español con nativos en parejas seleccionadas cuidadosamente según la&nbsp;edad e intereses, que ayuda a mejorar el&nbsp;aprendizaje.&nbsp;</p><p>Tandem ofrece a sus alumnos ayuda para encontrar alojamiento en Madrid, bien en casas de familias madrileñas o bien en apartamento privados.</p><p>El centro está ubicado en un palacete del siglo XIX de excepcional arquitectura en el llamado Triángulo del Arte, junto al&nbsp;Museo del Prado&nbsp;y el&nbsp;Museo Thyssen, al lado de la Plaza de Cibeles, y entre otros muchos monumentos y lugares emblemáticos de Madrid.&nbsp;TANDEM tiene 14 aulas climatizadas, un patio-jardín, una sala multimedia, wifi, biblioteca y zona de catering.</p>",https://www.esmadrid.com/escuelas-de-español/tandem-escuela-idiomas,"del Maqués de Cubas, 8",28014,,Spain,40.417012400000,-3.695558400000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/jTfdjn-2w-bd6VevRbBeXdGFEywzhSp5uLlewjIzQOk/mtime:1492781466/sites/default/files/editorial/planificatuviaje/aprendeespanol/tandem_2.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/1XdotLZJp_kDWgMvDkFHcap1MCMUQ2GnskNFBg-lFPc/mtime:1492781506/sites/default/files/editorial/planificatuviaje/aprendeespanol/tandem_3.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/76Y7y-n-fjygaQdy3WtPa4eEt7qF-MyTl34zWK1de6Q/mtime:1492781567/sites/default/files/editorial/planificatuviaje/aprendeespanol/tandem_4.jpg,image,idTipo,8,Tipo,Courses,Servicios de pago,,Horario,<p>Lun - vie: 9:00 - 19:00 h.</p><p>Sábado: 10:00 - 14:00 h</p><p>Cierra: Domingo</p>,idCategoria,4669,Categoria,Academia,,2022-09-27,67974,,https://estaticos.esmadrid.com/cdn/farfuture/H6EhFUz6NLJV-HtgNcO87kkJaVK9CeywwMWhMKhDMEk/mtime:1492781609/sites/default/files/editorial/planificatuviaje/aprendeespanol/tandem.jpg,image,,,
es,Club de espa&ntilde;ol,spanish@club-de-espanol.com,(+34) 91 702 17 47,,Club de espa&ntilde;ol,"<p><strong>Situado en el barrio de Chamberí, el Club de Español está muy bien comunicado con las principales atracciones de la vida cultural y de ocio de Madrid. Su oferta de cursos es variada, para todos los niveles y de diferente duración.</strong></p><p>Cuenta con 17 clases en dos plantas diferentes. Sus&nbsp;instalaciones son cómodas y modernas dentro de una atmósfera típicamente española. Además de estudiar español, ofrecen&nbsp;la oportunidad de participar en variadas actividades culturales y sociales, que&nbsp; permiten practicar lo aprendido en clase y disfrutar de la cultura, la cocina y la vida nocturna de Madrid.</p>",https://www.esmadrid.com/escuelas-de-español/club-espanol,"del Monte Esquinza, 28",28010,,Spain,40.429081100000,-3.691897800000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/GR-WrRAWjwOWiLVsy3B7hMaWG8id1w2fLa-qw4q7_oI/mtime:1524832485/sites/default/files/recursosturisticos/cursos/club_espanol_1399984747.257.png,image,,,,,,,idTipo,8,Tipo,Courses,Servicios de pago,,Horario,<p>Horario de atención al cliente:</p><p>Lun - vier: 9:30 h - 21:30 h</p><p>&nbsp;</p>,idCategoria,4669,Categoria,Academia,,2022-09-21,67973,,,,,,
es,Eureka - Escuela de idiomas,eureka@eurekamadrid.com,(+34) 91 548 86 40,,Eureka - Escuela de idiomas,"<p><strong>Este centro, fundado en 1988,&nbsp;tiene como objetivo principal &nbsp;la enseñanza del español como lengua extranjera. Su método se basa en el contacto directo entre el profesor y el alumno, en un ambiente relajado que favorece el aprendizaje de manera natural, reforzándose con la práctica y la comunicación. &nbsp;</strong></p><p>Las clases son reducidas, con un máximo de 8 alumnos en cada una de ellas.&nbsp;La escuela cuenta con unas instalaciones modernas en un edificio histórico, restaurado y acondicionado para la enseñanza.&nbsp;</p><p>Los alumnos disponen, además, de un variado programa cultural en el que poder participar, con&nbsp;visitas a destacados lugares de interés de Madrid.</p><p>Eureka posee&nbsp;algunas de las acreditaciones más importantes en la enseñanza del español, como la del Instituto Cervantes, así como las internacionales CSN de Suecia y BILDUNGSURLAUB de Alemania.</p>",https://www.esmadrid.com/escuelas-de-español/eureka-escuela-idiomas,"del Arenal, 26, 3º D",28013,Madrid,Spain,40.417782700000,-3.708318800000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/Gsco-sdN6W9lZvGtNXB7WpMMmO6DMNrrsTlJeHpqu4c/mtime:1524832485/sites/default/files/recursosturisticos/cursos/eureka_idiomas_1399979520.227.png,image,,https://estaticos.esmadrid.com/cdn/farfuture/QZQb3hTr_8X4ok7QlEc0RZY6r1H_ekflvEa0B_D2r18/mtime:1590648703/sites/default/files/recursosturisticos/cursos/eureka_3_0.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/VJElXLBKqa7xWfU8jgY2NxGADNk19x5--KHI0cGxq1I/mtime:1590649642/sites/default/files/recursosturisticos/cursos/eureka_2_0.jpg,image,idTipo,8,Tipo,Courses,Servicios de pago,<p>Según el curso</p>,Horario,<p>Lun - jue: 9:00 - 21:00 h</p><p>Viernes: 9:00 - 19:00 h</p>,idCategoria,4669,Categoria,Academia,,2022-09-22,67972,,,,,,
es,Tilde Idiomas,info@tildemadrid.com,(+34) 91 499 77 46,,Tilde Idiomas,"<p><strong>Desde 2009, esta academia próxima al Palacio Real y la Plaza de Oriente, organiza cursos de español para adultos&nbsp;de todas las nacionalidades y niveles, interesados en el aprendizaje del idioma y la cultura española.</strong></p><p>La escuela ofrece clases de español, así como actividades culturales y de ocio, todo lo necesario para convertir la estancia en Madrid en una agradable experiencia. Cuenta con cursos para médicos, empresas, profesores, profesionales, universitarios y, en general, personas mayores de 20 años que deseen aprender intensa y eficazmente con profesores expertos en un ambiente serio, pero acogedor y distendido.</p><p>Tilde dispone también de un servicio de alojamiento cuidadosamente seleccionado y cerca de la escuela, en hoteles, hostales, apartamentos y con familias.</p>",https://www.esmadrid.com/escuelas-de-español/tilde-idiomas,"de la Encarnación, 3, 2º dcha",28013,,Spain,40.419621500000,-3.710875300000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/773p6BrvdghHVRA8D7Slh57HV7xW3DJ1Wofv3DWp2Mo/mtime:1524832485/sites/default/files/recursosturisticos/cursos/tilde_1399978867.039.png,image,,https://estaticos.esmadrid.com/cdn/farfuture/D7aALk7s8rs0q23nu9S0MV07nF_VSEowvB_yv47pB9Y/mtime:1590652625/sites/default/files/recursosturisticos/cursos/tilde.jpg,image,,,,idTipo,8,Tipo,Courses,Servicios de pago,<p>Consultar web.</p>,Horario,<p>Lun - Vie: 8:30 - 17:30 h</p>,idCategoria,4669,Categoria,Academia,,2022-09-27,67971,,,,,,
es,Inhispania,info@inhispania.com,(+ 34) 91 521 22 31,,Inhispania,"<p><strong>Esta escuela situada muy cerca de la Gran Vía esta especializada en la enseñanza del español como lengua extranjera. Desde 2002, en&nbsp;Inhispania se han esforzado por crear un ambiente relajado y distendido donde aprender español es un placer.</strong></p><p>Trabajan con grupos reducidos, lo que garantiza una enseñanza personal y eficiente. Además de los cursos, la escuela cuenta con servicios que facilitan la llegada y la estancia de los estudiantes y organizan actividades culturales para que saquen el máximo partido a su estancia en Madrid.</p><p>En sus instalaciones cuentan con biblioteca, sala de cine y sala multimedia, además de aulas espaciosas y luminosas, todo ello decorado de una manera moderna. Disponen de máquinas expendedoras de bebida y comida y acceso Wifi.</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>",https://www.esmadrid.com/escuelas-de-español/inhispania,"del Marqués de Valdeiglesias, 3",28004,,Spain,40.419766600000,-3.697333500000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/nnqRQJr_267EbukbvVUgSPYhEo174T5Gr5Vr9RuX4_M/mtime:1590655861/sites/default/files/recursosturisticos/cursos/inhispania_5.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/ZZwM94P9tQbpFwsatTRBHD72mnJCsyaFCDFah9scFO8/mtime:1590655932/sites/default/files/recursosturisticos/cursos/inhispania_3.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/_BMpRzkClyE9mEKeWkGF6UdYyqNvZtYX5QzqnlejAEE/mtime:1590655250/sites/default/files/recursosturisticos/cursos/inhispania.jpg,image,idTipo,8,Tipo,Courses,Servicios de pago,,Horario,<p>Lun - vie: 9:00 - 20:00 h</p><p>Sábado: 10:00 - 13:30 h</p>,idCategoria,4669,Categoria,Academia,,2022-09-22,67969,,https://estaticos.esmadrid.com/cdn/farfuture/RXDyD3d5ZYLo27L7cQGR9frXL7XR3IzeqQSq7CvufGc/mtime:1590655904/sites/default/files/recursosturisticos/cursos/inhispania_4.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/a1eizsbPrwb0niJ4UD_CRp29GujrPvb5nZkjrTBH-dY/mtime:1590655961/sites/default/files/recursosturisticos/cursos/inhispania_2.jpg,image
es,International House Madrid,spanish@ihmadrid.com,(+34) 91 310 13 14,,International House Madrid,"<p><strong>Los sistemas pedagógicos de International House siempre han estado en la vanguardia del mundo de la enseñanza de idiomas. Inventaron el método comunicativo hace 60 años y siguen siendo hoy los líderes mundiales en la formación de profesores de idiomas.</strong></p><p>En esta escuela se ofrecen todo tipo de cursos de español para todos los niveles, así como para la preparación de exámenes oficiales, como el DELE.</p><p>Este centro de Alonso Martínez cuenta con biblioteca y cafetería.</p><p>International House dispone de dos academias más en el centro de Madrid, en la calle Francisco Silvela, 54, y en el Paseo de la Castellana, 102</p>",https://www.esmadrid.com/escuelas-de-español/international-house-madrid,"de Zurbano, 8",28010,,Spain,40.427469341505,-3.693683445454,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/gJ2bHShjsqK743GrmSRG01rQmkZUpPPwkH2E6C5FbEQ/mtime:1524832485/sites/default/files/recursosturisticos/cursos/international_house_1399976347.927.png,image,,https://estaticos.esmadrid.com/cdn/farfuture/c91Q4vg5-f2RC7cW_5FgxPURlJ860Gtqo-nfc7uqVUQ/mtime:1524832485/sites/default/files/recursosturisticos/cursos/internationalhouse_1416237317.722.png,image,,,,idTipo,8,Tipo,Courses,Servicios de pago,<p>Según el curso</p>,Horario,<p>Lun - jue: 8:00 - 21:30 h</p><p>Viernes: 8:00 - 20:00 h</p>,idCategoria,4669,Categoria,Academia,,2022-09-22,67967,,,,,,
es,Estudio Sampere,sampere@sampere.com,(+34) 91 431 43 66,,Estudio Sampere,"<p><strong>Estudio Sampere es una academia de español para alumnos internacionales con más de 65 años de experiencia en la enseñanza de español. La escuela está situada en el centro de Madrid, en el barrio de Salamanca. Está totalmente reformada y se encuentra a 1 minuto de la parada de metro Lista. Dispone de 9 aulas climatizadas.</strong></p><p>Los profesores tienen una amplia formación y les apasiona su profesión, lo que proporciona un muy buen ambiente en clase, eficacia y resultados rápidos.</p><p>Estudio Sampere Madrid ofrece cursos de español de diferente duración, intensidad y modalidades: de 4 a 30 lecciones semanales, con diferentes objetivos, tanto cursos de español general como preparación de exámenes, clases presenciales y online.</p><p>Además de las clases se ofrecen actividades culturales y se facilita la búsqueda de alojamiento a los estudiantes extranjeros.</p><p>La academia cuenta&nbsp;con reconocidas acreditaciones internacionales de calidad como el Instituto Cervantes, IALC (International Association of Language Centres), AATSP (American Association of Teachers of Spanish and Portuguese), FEDELE (Federación Española de Asociaciones de Escuelas de Español para Extranjeros), entre otras.</p><p>&nbsp;</p>",https://www.esmadrid.com/escuelas-de-español/estudio-sampere,"Don Ramón de la Cruz, 83",28006,Madrid,Spain,40.428775600000,-3.674782500000,Madrid,,https://estaticos.esmadrid.com/cdn/farfuture/hINou3i8Adz4GiG5dWTD2rtbPjqj8SaZyeVe7tZPUxk/mtime:1620818393/sites/default/files/recursosturisticos/cursos/estudio_sampere_madrid_spanish_school.png,image,,https://estaticos.esmadrid.com/cdn/farfuture/c6UWxvyu-fqJSbNdIvy6leGGsH0AwIe8EVPqztEwV_c/mtime:1620818488/sites/default/files/recursosturisticos/cursos/estudio_sampere_reception.png,image,,https://estaticos.esmadrid.com/cdn/farfuture/Wm-Wf6t6jf1ue6ruRoYftuP4Dd8OS8ZeSpjKTJVbuBc/mtime:1620818626/sites/default/files/recursosturisticos/cursos/estudio_sampere_spanish_lesson.png,image,idTipo,8,Tipo,Courses,Servicios de pago,,Horario,<p>Lun - vier: 9:00 - 18:00 h</p>,idCategoria,4669,Categoria,Academia,,2022-09-22,67965,,https://estaticos.esmadrid.com/cdn/farfuture/ArQatybY-_UEXdwrxsht8JKbOgX0fNWpomgoVmEQO7s/mtime:1590664525/sites/default/files/recursosturisticos/cursos/sampere_2.jpg,image,,https://estaticos.esmadrid.com/cdn/farfuture/Nkg95SRFOU0e1z_s0nrhdt0BrNGqMIsrFylQuveJtz4/mtime:1590664564/sites/default/files/recursosturisticos/cursos/sampere.jpg,image
